source	sample	population	superpopulation
1000g	HG00097	GBR	EUR
1000g	HG00100	GBR	EUR
1000g	HG00105	GBR	EUR
1000g	HG00112	GBR	EUR
1000g	HG00117	GBR	EUR
1000g	HG00129	GBR	EUR
1000g	HG00131	GBR	EUR
1000g	HG00136	GBR	EUR
1000g	HG00143	GBR	EUR
1000g	HG00148	GBR	EUR
1000g	HG00150	GBR	EUR
1000g	HG00155	GBR	EUR
1000g	HG00174	FIN	EUR
1000g	HG00179	FIN	EUR
1000g	HG00181	FIN	EUR
1000g	HG00186	FIN	EUR
1000g	HG00232	GBR	EUR
1000g	HG00237	GBR	EUR
1000g	HG00315	FIN	EUR
1000g	HG00244	GBR	EUR
1000g	HG00327	FIN	EUR
1000g	HG00319	FIN	EUR
1000g	HG00334	FIN	EUR
1000g	HG00321	FIN	EUR
1000g	HG00339	FIN	EUR
1000g	HG00326	FIN	EUR
1000g	HG00341	FIN	EUR
1000g	HG00338	FIN	EUR
1000g	HG00346	FIN	EUR
1000g	HG00345	FIN	EUR
1000g	HG00353	FIN	EUR
1000g	HG00357	FIN	EUR
1000g	HG00358	FIN	EUR
1000g	HG00364	FIN	EUR
1000g	HG00360	FIN	EUR
1000g	HG00369	FIN	EUR
1000g	HG00365	FIN	EUR
1000g	HG00371	FIN	EUR
1000g	HG00372	FIN	EUR
1000g	HG00376	FIN	EUR
1000g	HG00383	FIN	EUR
1000g	HG00384	FIN	EUR
1000g	HG00403	CHS	EAS
1000g	HG00404	CHS	EAS
1000g	HG00408	CHS	EAS
1000g	HG00409	CHS	EAS
1000g	HG00410	CHS	EAS
1000g	HG00422	CHS	EAS
1000g	HG00106	GBR	EUR
1000g	HG00542	CHS	EAS
1000g	HG00113	GBR	EUR
1000g	HG00554	PUR	AMR
1000g	HG00118	GBR	EUR
1000g	HG00559	CHS	EAS
1000g	HG00120	GBR	EUR
1000g	HG00561	CHS	EAS
1000g	HG00125	GBR	EUR
1000g	HG00566	CHS	EAS
1000g	HG00132	GBR	EUR
1000g	HG00578	CHS	EAS
1000g	HG00137	GBR	EUR
1000g	HG00580	CHS	EAS
1000g	HG00585	CHS	EAS
1000g	HG00149	GBR	EUR
1000g	HG00592	CHS	EAS
1000g	HG00151	GBR	EUR
1000g	HG00597	CHS	EAS
1000g	HG00182	FIN	EUR
1000g	HG00427	CHS	EAS
1000g	HG00187	FIN	EUR
1000g	HG00446	CHS	EAS
1000g	HG00233	GBR	EUR
1000g	HG00453	CHS	EAS
1000g	HG00238	GBR	EUR
1000g	HG00458	CHS	EAS
1000g	HG00240	GBR	EUR
1000g	HG00465	CHS	EAS
1000g	HG00245	GBR	EUR
1000g	HG00472	CHS	EAS
1000g	HG00252	GBR	EUR
1000g	HG00477	CHS	EAS
1000g	HG00257	GBR	EUR
1000g	HG00530	CHS	EAS
1000g	HG00264	GBR	EUR
1000g	HG00535	CHS	EAS
1000g	HG00269	FIN	EUR
1000g	HG00732	PUR	AMR
1000g	HG00271	FIN	EUR
1000g	HG00737	PUR	AMR
1000g	HG00276	FIN	EUR
1000g	HG00864	CDX	EAS
1000g	HG00288	FIN	EUR
1000g	HG00290	FIN	EUR
1000g	HG00251	GBR	EUR
1000g	HG00256	GBR	EUR
1000g	HG00308	FIN	EUR
1000g	HG00263	GBR	EUR
1000g	HG00310	FIN	EUR
1000g	HG00268	FIN	EUR
1000g	HG00101	GBR	EUR
1000g	HG00275	FIN	EUR
1000g	HG00423	CHS	EAS
1000g	HG00282	FIN	EUR
1000g	HG00428	CHS	EAS
1000g	HG00442	CHS	EAS
1000g	HG00612	CHS	EAS
1000g	HG00447	CHS	EAS
1000g	HG00459	CHS	EAS
1000g	HG00629	CHS	EAS
1000g	HG00473	CHS	EAS
1000g	HG00631	CHS	EAS
1000g	HG00478	CHS	EAS
1000g	HG00636	CHS	EAS
1000g	HG00480	CHS	EAS
1000g	HG00650	CHS	EAS
1000g	HG00500	CHS	EAS
1000g	HG00655	CHS	EAS
1000g	HG00512	CHS	EAS
1000g	HG00662	CHS	EAS
1000g	HG00524	CHS	EAS
1000g	HG00674	CHS	EAS
1000g	HG00531	CHS	EAS
1000g	HG00693	CHS	EAS
1000g	HG00536	CHS	EAS
1000g	HG00698	CHS	EAS
1000g	HG00733	PUR	AMR
1000g	HG00701	CHS	EAS
1000g	HG00738	PUR	AMR
1000g	HG00706	CHS	EAS
1000g	HG00740	PUR	AMR
1000g	HG00978	CDX	EAS
1000g	HG01052	PUR	AMR
1000g	HG01192	PUR	AMR
1000g	HG01064	PUR	AMR
1000g	HG01197	PUR	AMR
1000g	HG01069	PUR	AMR
1000g	HG01200	PUR	AMR
1000g	HG01071	PUR	AMR
1000g	HG01205	PUR	AMR
1000g	HG01191	PUR	AMR
1000g	HG01243	PUR	AMR
1000g	HG01204	PUR	AMR
1000g	HG01248	PUR	AMR
1000g	HG01242	PUR	AMR
1000g	HG01250	CLM	AMR
1000g	HG01247	PUR	AMR
1000g	HG01255	CLM	AMR
1000g	HG01254	CLM	AMR
1000g	HG01274	CLM	AMR
1000g	HG01259	CLM	AMR
1000g	HG01279	CLM	AMR
1000g	HG01261	CLM	AMR
1000g	HG00620	CHS	EAS
1000g	HG01273	CLM	AMR
1000g	HG00625	CHS	EAS
1000g	HG01278	CLM	AMR
1000g	HG00632	CHS	EAS
1000g	HG01280	CLM	AMR
1000g	HG00637	PUR	AMR
1000g	HG01083	PUR	AMR
1000g	HG00651	CHS	EAS
1000g	HG01088	PUR	AMR
1000g	HG00656	CHS	EAS
1000g	HG00663	CHS	EAS
1000g	HG01095	PUR	AMR
1000g	HG00543	CHS	EAS
1000g	HG01103	PUR	AMR
1000g	HG00555	PUR	AMR
1000g	HG01108	PUR	AMR
1000g	HG00567	CHS	EAS
1000g	HG01110	PUR	AMR
1000g	HG00579	CHS	EAS
1000g	HG01122	CLM	AMR
1000g	HG00581	CHS	EAS
1000g	HG01350	CLM	AMR
1000g	HG00593	CHS	EAS
1000g	HG01355	CLM	AMR
1000g	HG00598	CHS	EAS
1000g	HG01362	CLM	AMR
1000g	HG00613	CHS	EAS
1000g	HG01367	CLM	AMR
1000g	HG01077	PUR	AMR
1000g	HG01374	CLM	AMR
1000g	HG01084	PUR	AMR
1000g	HG01379	CLM	AMR
1000g	HG01089	PUR	AMR
1000g	HG01393	PUR	AMR
1000g	HG01096	PUR	AMR
1000g	HG01134	CLM	AMR
1000g	HG01104	PUR	AMR
1000g	HG01139	CLM	AMR
1000g	HG01109	PUR	AMR
1000g	HG01141	CLM	AMR
1000g	HG01111	PUR	AMR
1000g	HG01172	PUR	AMR
1000g	HG01177	PUR	AMR
1000g	HG00675	CHS	EAS
1000g	HG01184	PUR	AMR
1000g	HG00694	CHS	EAS
1000g	HG01189	PUR	AMR
1000g	HG00699	CHS	EAS
1000g	HG00702	CHS	EAS
1000g	HG00707	CHS	EAS
1000g	HG01494	CLM	AMR
1000g	HG01130	CLM	AMR
1000g	HG01499	CLM	AMR
1000g	HG01135	CLM	AMR
1000g	HG01502	IBS	EUR
1000g	HG01142	CLM	AMR
1000g	HG01507	IBS	EUR
1000g	HG01161	PUR	AMR
1000g	HG01305	PUR	AMR
1000g	HG01173	PUR	AMR
1000g	HG01312	PUR	AMR
1000g	HG01178	PUR	AMR
1000g	HG01046	CDX	EAS
1000g	HG01343	CLM	AMR
1000g	HG01053	PUR	AMR
1000g	HG01348	CLM	AMR
1000g	HG01058	PUR	AMR
1000g	HG01398	PUR	AMR
1000g	HG01060	PUR	AMR
1000g	HG01413	PUR	AMR
1000g	HG01072	PUR	AMR
1000g	HG01432	CLM	AMR
1000g	HG01437	CLM	AMR
1000g	HG01488	CLM	AMR
1000g	HG01444	CLM	AMR
1000g	HG01490	CLM	AMR
1000g	HG01456	CLM	AMR
1000g	HG01495	CLM	AMR
1000g	HG01463	CLM	AMR
1000g	HG01503	IBS	EUR
1000g	HG01468	CLM	AMR
1000g	HG01508	IBS	EUR
1000g	HG01514	IBS	EUR
1000g	HG01565	PEL	AMR
1000g	HG01519	IBS	EUR
1000g	HG01572	PEL	AMR
1000g	HG01521	IBS	EUR
1000g	HG01577	PEL	AMR
1000g	HG01526	IBS	EUR
1000g	HG01589	PJL	SAS
1000g	HG01538	IBS	EUR
1000g	HG01596	KHV	EAS
1000g	HG01552	CLM	AMR
1000g	HG01349	CLM	AMR
1000g	HG01571	PEL	AMR
1000g	HG01351	CLM	AMR
1000g	HG01583	PJL	SAS
1000g	HG01356	CLM	AMR
1000g	HG01363	CLM	AMR
1000g	HG01595	KHV	EAS
1000g	HG01375	CLM	AMR
1000g	HG01867	KHV	EAS
1000g	HG01874	KHV	EAS
1000g	HG01402	PUR	AMR
1000g	HG01879	ACB	AFR
1000g	HG01414	PUR	AMR
1000g	HG01881	ACB	AFR
1000g	HG01433	CLM	AMR
1000g	HG01886	ACB	AFR
1000g	HG01438	CLM	AMR
1000g	HG01709	IBS	EUR
1000g	HG01440	CLM	AMR
1000g	HG01711	IBS	EUR
1000g	HG01281	CLM	AMR
1000g	HG01747	IBS	EUR
1000g	HG01286	PUR	AMR
1000g	HG01761	IBS	EUR
1000g	HG01766	IBS	EUR
1000g	HG01325	PUR	AMR
1000g	HG01773	IBS	EUR
1000g	HG01344	CLM	AMR
1000g	HG01603	IBS	EUR
1000g	HG01604	IBS	EUR
1000g	HG01608	IBS	EUR
1000g	HG01609	IBS	EUR
1000g	HG01610	IBS	EUR
1000g	HG01611	IBS	EUR
1000g	HG01615	IBS	EUR
1000g	HG01616	IBS	EUR
1000g	HG01622	IBS	EUR
1000g	HG01623	IBS	EUR
1000g	HG01627	IBS	EUR
1000g	HG01778	IBS	EUR
1000g	HG01780	IBS	EUR
1000g	HG01457	CLM	AMR
1000g	HG01785	IBS	EUR
1000g	HG01464	CLM	AMR
1000g	HG01797	CDX	EAS
1000g	HG01684	IBS	EUR
1000g	HG01628	IBS	EUR
1000g	HG01696	IBS	EUR
1000g	HG01630	IBS	EUR
1000g	HG01704	IBS	EUR
1000g	HG01673	IBS	EUR
1000g	HG01843	KHV	EAS
1000g	HG01678	IBS	EUR
1000g	HG01848	KHV	EAS
1000g	HG01680	IBS	EUR
1000g	HG01850	KHV	EAS
1000g	HG01510	IBS	EUR
1000g	HG01855	KHV	EAS
1000g	HG01515	IBS	EUR
1000g	HG01862	KHV	EAS
1000g	HG01522	IBS	EUR
1000g	HG01672	IBS	EUR
1000g	HG01527	IBS	EUR
1000g	HG01677	IBS	EUR
1000g	HG01894	ACB	AFR
1000g	HG01800	CDX	EAS
1000g	HG01914	ACB	AFR
1000g	HG01805	CDX	EAS
1000g	HG01919	PEL	AMR
1000g	HG01812	CDX	EAS
1000g	HG01921	PEL	AMR
1000g	HG01817	CDX	EAS
1000g	HG01868	KHV	EAS
1000g	HG02079	KHV	EAS
1000g	HG01870	KHV	EAS
1000g	HG02081	KHV	EAS
1000g	HG01882	ACB	AFR
1000g	HG02086	KHV	EAS
1000g	HG01887	ACB	AFR
1000g	HG02106	PEL	AMR
1000g	HG01926	PEL	AMR
1000g	HG01949	PEL	AMR
1000g	HG01933	PEL	AMR
1000g	HG01951	PEL	AMR
1000g	HG01938	PEL	AMR
1000g	HG01956	ACB	AFR
1000g	HG01940	PEL	AMR
1000g	HG01968	PEL	AMR
1000g	HG01945	PEL	AMR
1000g	HG01970	PEL	AMR
1000g	HG01748	IBS	EUR
1000g	HG02024	KHV	EAS
1000g	HG01755	IBS	EUR
1000g	HG02029	KHV	EAS
1000g	HG01762	IBS	EUR
1000g	HG02031	KHV	EAS
1000g	HG01767	IBS	EUR
1000g	HG02048	KHV	EAS
1000g	HG01774	IBS	EUR
1000g	HG02050	KHV	EAS
1000g	HG01779	IBS	EUR
1000g	HG02055	ACB	AFR
1000g	HG01781	IBS	EUR
1000g	HG02067	KHV	EAS
1000g	HG01786	IBS	EUR
1000g	HG02074	KHV	EAS
1000g	HG01952	PEL	AMR
1000g	HG01925	PEL	AMR
1000g	HG01969	PEL	AMR
1000g	HG01932	PEL	AMR
1000g	HG01971	PEL	AMR
1000g	HG01937	PEL	AMR
1000g	HG01685	IBS	EUR
1000g	HG01944	PEL	AMR
1000g	HG01697	IBS	EUR
1000g	HG01975	PEL	AMR
1000g	HG01700	IBS	EUR
1000g	HG01982	PEL	AMR
1000g	HG01705	IBS	EUR
1000g	HG01987	ACB	AFR
1000g	HG01844	KHV	EAS
1000g	HG02113	KHV	EAS
1000g	HG01849	KHV	EAS
1000g	HG02120	KHV	EAS
1000g	HG01851	KHV	EAS
1000g	HG02132	KHV	EAS
1000g	HG01863	KHV	EAS
1000g	HG02137	KHV	EAS
1000g	HG01798	CDX	EAS
1000g	HG01893	PEL	AMR
1000g	HG01801	CDX	EAS
1000g	HG01898	PEL	AMR
1000g	HG01806	CDX	EAS
1000g	HG01918	PEL	AMR
1000g	HG01813	CDX	EAS
1000g	HG01920	PEL	AMR
1000g	HG02006	PEL	AMR
1000g	HG02012	ACB	AFR
1000g	HG02013	ACB	AFR
1000g	HG02017	KHV	EAS
1000g	HG02018	KHV	EAS
1000g	HG02020	KHV	EAS
1000g	HG02442	ACB	AFR
1000g	HG01976	PEL	AMR
1000g	HG02461	GWD	AFR
1000g	HG01983	PEL	AMR
1000g	HG02466	GWD	AFR
1000g	HG01988	ACB	AFR
1000g	HG01990	ACB	AFR
1000g	HG02182	CDX	EAS
1000g	HG02187	CDX	EAS
1000g	HG02025	KHV	EAS
1000g	HG02219	IBS	EUR
1000g	HG02032	KHV	EAS
1000g	HG02221	IBS	EUR
1000g	HG02049	KHV	EAS
1000g	HG02283	ACB	AFR
1000g	HG02051	ACB	AFR
1000g	HG02082	KHV	EAS
1000g	HG02303	PEL	AMR
1000g	HG02087	KHV	EAS
1000g	HG02308	ACB	AFR
1000g	HG02102	PEL	AMR
1000g	HG02353	CDX	EAS
1000g	HG02107	ACB	AFR
1000g	HG02145	ACB	AFR
1000g	HG02360	CDX	EAS
1000g	HG02152	CDX	EAS
1000g	HG02164	CDX	EAS
1000g	HG02384	CDX	EAS
1000g	HG02121	KHV	EAS
1000g	HG02144	ACB	AFR
1000g	HG02126	KHV	EAS
1000g	HG02151	CDX	EAS
1000g	HG02133	KHV	EAS
1000g	HG02156	CDX	EAS
1000g	HG02138	KHV	EAS
1000g	HG02140	KHV	EAS
1000g	HG02233	IBS	EUR
1000g	HG02222	IBS	EUR
1000g	HG02238	IBS	EUR
1000g	HG02234	IBS	EUR
1000g	HG02240	IBS	EUR
1000g	HG02239	IBS	EUR
1000g	HG02252	PEL	AMR
1000g	HG02253	PEL	AMR
1000g	HG02257	ACB	AFR
1000g	HG02056	KHV	EAS
1000g	HG02271	PEL	AMR
1000g	HG02068	KHV	EAS
1000g	HG02070	KHV	EAS
1000g	HG02315	ACB	AFR
1000g	HG02075	KHV	EAS
1000g	HG02322	ACB	AFR
1000g	HG02334	ACB	AFR
1000g	HG02188	CDX	EAS
1000g	HG02339	ACB	AFR
1000g	HG02190	CDX	EAS
1000g	HG02389	CDX	EAS
1000g	HG02215	GBR	EUR
1000g	HG02391	CDX	EAS
1000g	HG02563	GWD	AFR
1000g	HG02396	CDX	EAS
1000g	HG02568	GWD	AFR
1000g	HG02409	CDX	EAS
1000g	HG02570	GWD	AFR
1000g	HG02733	PJL	SAS
1000g	HG02575	GWD	AFR
1000g	HG02738	PJL	SAS
1000g	HG02582	GWD	AFR
1000g	HG02757	GWD	AFR
1000g	HG02587	GWD	AFR
1000g	HG02764	GWD	AFR
1000g	HG02594	GWD	AFR
1000g	HG02769	GWD	AFR
1000g	HG02771	GWD	AFR
1000g	HG02602	PJL	SAS
1000g	HG02776	PJL	SAS
1000g	HG02429	ACB	AFR
1000g	HG02783	PJL	SAS
1000g	HG02562	GWD	AFR
1000g	HG02450	ACB	AFR
1000g	HG02455	ACB	AFR
1000g	HG02574	GWD	AFR
1000g	HG02462	GWD	AFR
1000g	HG02586	GWD	AFR
1000g	HG02258	ACB	AFR
1000g	HG02601	PJL	SAS
1000g	HG02260	PEL	AMR
1000g	HG02788	PJL	SAS
1000g	HG02265	PEL	AMR
1000g	HG02790	PJL	SAS
1000g	HG02272	PEL	AMR
1000g	HG02808	GWD	AFR
1000g	HG02277	PEL	AMR
1000g	HG02810	GWD	AFR
1000g	HG02479	ACB	AFR
1000g	HG02815	GWD	AFR
1000g	HG02481	ACB	AFR
1000g	HG02839	GWD	AFR
1000g	HG02841	GWD	AFR
1000g	HG02493	PJL	SAS
1000g	HG02853	GWD	AFR
1000g	HG02501	ACB	AFR
1000g	HG02860	GWD	AFR
1000g	HG02513	KHV	EAS
1000g	HG02884	GWD	AFR
1000g	HG02525	KHV	EAS
1000g	HG02889	GWD	AFR
1000g	HG02537	ACB	AFR
1000g	HG02891	GWD	AFR
1000g	HG02549	ACB	AFR
1000g	HG02896	GWD	AFR
1000g	HG02284	ACB	AFR
1000g	HG02923	ESN	AFR
1000g	HG02291	PEL	AMR
1000g	HG02304	PEL	AMR
1000g	HG02309	ACB	AFR
1000g	HG02485	ACB	AFR
1000g	HG02316	ACB	AFR
1000g	HG02492	PJL	SAS
1000g	HG02323	ACB	AFR
1000g	HG02497	ACB	AFR
1000g	HG02330	ACB	AFR
1000g	HG02505	ACB	AFR
1000g	HG02656	PJL	SAS
1000g	HG02373	CDX	EAS
1000g	HG02668	GWD	AFR
1000g	HG02380	CDX	EAS
1000g	HG02675	GWD	AFR
1000g	HG02385	CDX	EAS
1000g	HG02682	PJL	SAS
1000g	HG02392	CDX	EAS
1000g	HG02687	PJL	SAS
1000g	HG02397	CDX	EAS
1000g	HG02613	GWD	AFR
1000g	HG02620	GWD	AFR
1000g	HG02789	PJL	SAS
1000g	HG02625	GWD	AFR
1000g	HG02791	PJL	SAS
1000g	HG02644	GWD	AFR
1000g	HG02804	GWD	AFR
1000g	HG02649	PJL	SAS
1000g	HG02809	GWD	AFR
1000g	HG02651	PJL	SAS
1000g	HG02811	GWD	AFR
1000g	HG02694	PJL	SAS
1000g	HG02816	GWD	AFR
1000g	HG02699	PJL	SAS
1000g	HG02854	GWD	AFR
1000g	HG02702	GWD	AFR
1000g	HG02861	GWD	AFR
1000g	HG02721	GWD	AFR
1000g	HG02878	GWD	AFR
1000g	HG02726	PJL	SAS
1000g	HG02880	GWD	AFR
1000g	HG02512	KHV	EAS
1000g	HG02885	GWD	AFR
1000g	HG02524	KHV	EAS
1000g	HG02892	GWD	AFR
1000g	HG02536	ACB	AFR
1000g	HG02897	GWD	AFR
1000g	HG02555	ACB	AFR
1000g	HG02924	ESN	AFR
1000g	HG03027	GWD	AFR
1000g	HG02974	ESN	AFR
1000g	HG03034	GWD	AFR
1000g	HG02979	ESN	AFR
1000g	HG03039	GWD	AFR
1000g	HG02981	ESN	AFR
1000g	HG03041	GWD	AFR
1000g	HG03009	BEB	SAS
1000g	HG03046	GWD	AFR
1000g	HG03016	PJL	SAS
1000g	HG03058	MSL	AFR
1000g	HG02734	PJL	SAS
1000g	HG03060	MSL	AFR
1000g	HG03065	MSL	AFR
1000g	HG02760	GWD	AFR
1000g	HG03072	MSL	AFR
1000g	HG02772	GWD	AFR
1000g	HG03077	MSL	AFR
1000g	HG02784	PJL	SAS
1000g	HG03084	MSL	AFR
1000g	HG02690	PJL	SAS
1000g	HG03091	MSL	AFR
1000g	HG02703	GWD	AFR
1000g	HG03096	MSL	AFR
1000g	HG02715	GWD	AFR
1000g	HG03248	GWD	AFR
1000g	HG02722	GWD	AFR
1000g	HG03250	GWD	AFR
1000g	HG02727	PJL	SAS
1000g	HG03267	ESN	AFR
1000g	HG03028	GWD	AFR
1000g	HG03279	ESN	AFR
1000g	HG03035	GWD	AFR
1000g	HG03047	GWD	AFR
1000g	HG03197	ESN	AFR
1000g	HG03054	MSL	AFR
1000g	HG03200	ESN	AFR
1000g	HG03212	MSL	AFR
1000g	HG03061	MSL	AFR
1000g	HG03224	MSL	AFR
1000g	HG02657	PJL	SAS
1000g	HG03229	PJL	SAS
1000g	HG02676	GWD	AFR
1000g	HG03236	PJL	SAS
1000g	HG02683	PJL	SAS
1000g	HG02973	ESN	AFR
1000g	HG02688	PJL	SAS
1000g	HG02978	ESN	AFR
1000g	HG02614	GWD	AFR
1000g	HG02980	ESN	AFR
1000g	HG02621	GWD	AFR
1000g	HG03008	BEB	SAS
1000g	HG02645	GWD	AFR
1000g	HG03015	PJL	SAS
1000g	HG02652	PJL	SAS
1000g	HG03022	PJL	SAS
1000g	HG02943	ESN	AFR
1000g	HG03123	ESN	AFR
1000g	HG02948	ESN	AFR
1000g	HG03128	ESN	AFR
1000g	HG03066	MSL	AFR
1000g	HG03130	ESN	AFR
1000g	HG03073	MSL	AFR
1000g	HG03135	ESN	AFR
1000g	HG03078	MSL	AFR
1000g	HG03159	ESN	AFR
1000g	HG03085	MSL	AFR
1000g	HG03109	ESN	AFR
1000g	HG03097	MSL	AFR
1000g	HG03111	ESN	AFR
1000g	HG03249	GWD	AFR
1000g	HG03116	ESN	AFR
1000g	HG03251	GWD	AFR
1000g	HG03268	ESN	AFR
1000g	HG02947	ESN	AFR
1000g	HG03270	ESN	AFR
1000g	HG02954	ESN	AFR
1000g	HG03294	ESN	AFR
1000g	HG02966	ESN	AFR
1000g	HG03100	ESN	AFR
1000g	HG03161	ESN	AFR
1000g	HG03105	ESN	AFR
1000g	HG03166	ESN	AFR
1000g	HG03112	ESN	AFR
1000g	HG03117	ESN	AFR
1000g	HG03522	ESN	AFR
1000g	HG03352	ESN	AFR
1000g	HG03539	GWD	AFR
1000g	HG03369	ESN	AFR
1000g	HG03558	MSL	AFR
1000g	HG03371	ESN	AFR
1000g	HG03565	MSL	AFR
1000g	HG03376	MSL	AFR
1000g	HG03572	MSL	AFR
1000g	HG03577	MSL	AFR
1000g	HG03388	MSL	AFR
1000g	HG03584	MSL	AFR
1000g	HG03589	BEB	SAS
1000g	HG03596	BEB	SAS
1000g	HG03410	MSL	AFR
1000g	HG03604	BEB	SAS
1000g	HG03198	ESN	AFR
1000g	HG03488	PJL	SAS
1000g	HG03225	MSL	AFR
1000g	HG03490	PJL	SAS
1000g	HG03237	PJL	SAS
1000g	HG03124	ESN	AFR
1000g	HG03129	ESN	AFR
1000g	HG03515	ESN	AFR
1000g	HG03131	ESN	AFR
1000g	HG03433	MSL	AFR
1000g	HG03136	ESN	AFR
1000g	HG03438	MSL	AFR
1000g	HG03299	ESN	AFR
1000g	HG03445	MSL	AFR
1000g	HG03302	ESN	AFR
1000g	HG03452	MSL	AFR
1000g	HG03307	ESN	AFR
1000g	HG03457	MSL	AFR
1000g	HG03314	ESN	AFR
1000g	HG03344	ESN	AFR
1000g	HG03162	ESN	AFR
1000g	HG03351	ESN	AFR
1000g	HG03363	ESN	AFR
1000g	HG03193	ESN	AFR
1000g	HG03368	ESN	AFR
1000g	HG03605	BEB	SAS
1000g	HG03370	ESN	AFR
1000g	HG03617	BEB	SAS
1000g	HG03382	MSL	AFR
1000g	HG03624	PJL	SAS
1000g	HG03394	MSL	AFR
1000g	HG03629	PJL	SAS
1000g	HG03631	PJL	SAS
1000g	HG03636	PJL	SAS
1000g	HG03419	MSL	AFR
1000g	HG03698	STU	SAS
1000g	HG03464	MSL	AFR
1000g	HG03701	PJL	SAS
1000g	HG03469	MSL	AFR
1000g	HG03706	PJL	SAS
1000g	HG03713	ITU	SAS
1000g	HG03476	MSL	AFR
1000g	HG03489	PJL	SAS
1000g	HG03298	ESN	AFR
1000g	HG03491	PJL	SAS
1000g	HG03301	ESN	AFR
1000g	HG03511	ESN	AFR
1000g	HG03306	ESN	AFR
1000g	HG03516	ESN	AFR
1000g	HG03313	ESN	AFR
1000g	HG03460	MSL	AFR
1000g	HG03611	BEB	SAS
1000g	HG03616	BEB	SAS
1000g	HG03472	MSL	AFR
1000g	HG03635	PJL	SAS
1000g	HG03697	STU	SAS
1000g	HG03484	MSL	AFR
1000g	HG03700	PJL	SAS
1000g	HG03439	MSL	AFR
1000g	HG03705	PJL	SAS
1000g	HG03446	MSL	AFR
1000g	HG03717	ITU	SAS
1000g	HG03453	MSL	AFR
1000g	HG03774	ITU	SAS
1000g	HG03458	MSL	AFR
1000g	HG03779	ITU	SAS
1000g	HG03643	STU	SAS
1000g	HG03781	ITU	SAS
1000g	HG03650	PJL	SAS
1000g	HG03786	ITU	SAS
1000g	HG03667	PJL	SAS
1000g	HG03793	BEB	SAS
1000g	HG03578	MSL	AFR
1000g	HG03825	BEB	SAS
1000g	HG03585	BEB	SAS
1000g	HG03832	BEB	SAS
1000g	HG03600	BEB	SAS
1000g	HG03837	STU	SAS
1000g	HG03679	STU	SAS
1000g	HG03844	STU	SAS
1000g	HG03681	STU	SAS
1000g	HG03750	STU	SAS
1000g	HG03686	STU	SAS
1000g	HG03755	STU	SAS
1000g	HG03693	STU	SAS
1000g	HG03762	PJL	SAS
1000g	HG03547	MSL	AFR
1000g	HG03767	PJL	SAS
1000g	HG03559	MSL	AFR
1000g	HG03849	STU	SAS
1000g	HG03851	STU	SAS
1000g	HG03718	ITU	SAS
1000g	HG03856	STU	SAS
1000g	HG03720	ITU	SAS
1000g	HG03863	ITU	SAS
1000g	HG03725	ITU	SAS
1000g	HG03868	ITU	SAS
1000g	HG03732	ITU	SAS
1000g	HG03870	ITU	SAS
1000g	HG03744	STU	SAS
1000g	HG03673	STU	SAS
1000g	HG03821	BEB	SAS
1000g	HG03680	STU	SAS
1000g	HG03826	BEB	SAS
1000g	HG03685	STU	SAS
1000g	HG03833	BEB	SAS
1000g	HG03692	STU	SAS
1000g	HG03838	STU	SAS
1000g	HG03642	STU	SAS
1000g	HG03654	PJL	SAS
1000g	HG03798	BEB	SAS
1000g	HG03934	BEB	SAS
1000g	HG03801	BEB	SAS
1000g	HG03806	BEB	SAS
1000g	HG03941	BEB	SAS
1000g	HG03953	STU	SAS
1000g	HG03729	ITU	SAS
1000g	HG03960	ITU	SAS
1000g	HG03731	ITU	SAS
1000g	HG03736	STU	SAS
1000g	HG03908	BEB	SAS
1000g	HG03743	STU	SAS
1000g	HG03910	BEB	SAS
1000g	HG04094	ITU	SAS
1000g	HG03915	BEB	SAS
1000g	HG04099	STU	SAS
1000g	HG03922	BEB	SAS
1000g	HG04107	STU	SAS
1000g	HG03927	BEB	SAS
1000g	HG03799	BEB	SAS
1000g	HG04133	BEB	SAS
1000g	HG03802	BEB	SAS
1000g	HG03807	BEB	SAS
1000g	HG04056	ITU	SAS
1000g	HG03814	BEB	SAS
1000g	HG04063	ITU	SAS
1000g	HG03775	ITU	SAS
1000g	HG04070	ITU	SAS
1000g	HG03782	ITU	SAS
1000g	HG04075	STU	SAS
1000g	HG03787	ITU	SAS
1000g	HG03875	ITU	SAS
1000g	HG03794	BEB	SAS
1000g	HG03882	ITU	SAS
1000g	HG03756	STU	SAS
1000g	HG03887	STU	SAS
1000g	HG03763	PJL	SAS
1000g	HG03894	STU	SAS
1000g	HG03770	ITU	SAS
1000g	HG03899	STU	SAS
1000g	HG03969	ITU	SAS
1000g	HG03888	STU	SAS
1000g	HG03971	ITU	SAS
1000g	HG03890	STU	SAS
1000g	HG03976	ITU	SAS
1000g	HG03895	STU	SAS
1000g	HG03857	STU	SAS
1000g	HG03990	STU	SAS
1000g	HG03864	ITU	SAS
1000g	HG03995	STU	SAS
1000g	HG03869	ITU	SAS
1000g	HG03902	BEB	SAS
1000g	HG03871	ITU	SAS
1000g	HG03907	BEB	SAS
1000g	HG04228	STU	SAS
1000g	HG03914	BEB	SAS
1000g	HG04235	ITU	SAS
1000g	HG03919	BEB	SAS
1000g	NA06984	CEU	EUR
1000g	HG03926	BEB	SAS
1000g	NA06989	CEU	EUR
1000g	HG04164	BEB	SAS
1000g	NA06991	CEU	EUR
1000g	HG04171	BEB	SAS
