source	sample	population	population_name	superpopulation	superpopulation_name
1000g	HG01103	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01104	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01105	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01106	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01107	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01108	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01109	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01110	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01111	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01112	CLM	Colombian	AMR	American Ancestry
1000g	HG01113	CLM	Colombian	AMR	American Ancestry
1000g	HG01114	CLM	Colombian	AMR	American Ancestry
1000g	HG01119	CLM	Colombian	AMR	American Ancestry
1000g	HG01121	CLM	Colombian	AMR	American Ancestry
1000g	HG01122	CLM	Colombian	AMR	American Ancestry
1000g	HG01124	CLM	Colombian	AMR	American Ancestry
1000g	HG01125	CLM	Colombian	AMR	American Ancestry
1000g	HG01126	CLM	Colombian	AMR	American Ancestry
1000g	HG01130	CLM	Colombian	AMR	American Ancestry
1000g	HG01131	CLM	Colombian	AMR	American Ancestry
1000g	HG01133	CLM	Colombian	AMR	American Ancestry
1000g	HG01134	CLM	Colombian	AMR	American Ancestry
1000g	HG01135	CLM	Colombian	AMR	American Ancestry
1000g	HG01136	CLM	Colombian	AMR	American Ancestry
1000g	HG01137	CLM	Colombian	AMR	American Ancestry
1000g	HG01138	CLM	Colombian	AMR	American Ancestry
1000g	HG01139	CLM	Colombian	AMR	American Ancestry
1000g	HG01140	CLM	Colombian	AMR	American Ancestry
1000g	HG01141	CLM	Colombian	AMR	American Ancestry
1000g	HG01142	CLM	Colombian	AMR	American Ancestry
1000g	HG01148	CLM	Colombian	AMR	American Ancestry
1000g	HG01149	CLM	Colombian	AMR	American Ancestry
1000g	HG01150	CLM	Colombian	AMR	American Ancestry
1000g	HG01161	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01162	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01164	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01167	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01168	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01169	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01170	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01171	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01172	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01173	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01174	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01175	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01176	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01177	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01178	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01182	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01183	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01184	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01187	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01188	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01189	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01190	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01191	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01192	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01197	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01198	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01199	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01200	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01204	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01205	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01206	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01241	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01242	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01243	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01247	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01248	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01249	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01250	CLM	Colombian	AMR	American Ancestry
1000g	HG01251	CLM	Colombian	AMR	American Ancestry
1000g	HG01252	CLM	Colombian	AMR	American Ancestry
1000g	HG01253	CLM	Colombian	AMR	American Ancestry
1000g	HG01254	CLM	Colombian	AMR	American Ancestry
1000g	HG01255	CLM	Colombian	AMR	American Ancestry
1000g	HG01256	CLM	Colombian	AMR	American Ancestry
1000g	HG01257	CLM	Colombian	AMR	American Ancestry
1000g	HG01258	CLM	Colombian	AMR	American Ancestry
1000g	HG01259	CLM	Colombian	AMR	American Ancestry
1000g	HG01260	CLM	Colombian	AMR	American Ancestry
1000g	HG01261	CLM	Colombian	AMR	American Ancestry
1000g	HG01269	CLM	Colombian	AMR	American Ancestry
1000g	HG01271	CLM	Colombian	AMR	American Ancestry
1000g	HG01272	CLM	Colombian	AMR	American Ancestry
1000g	HG01273	CLM	Colombian	AMR	American Ancestry
1000g	HG01274	CLM	Colombian	AMR	American Ancestry
1000g	HG01275	CLM	Colombian	AMR	American Ancestry
1000g	HG01276	CLM	Colombian	AMR	American Ancestry
1000g	HG01277	CLM	Colombian	AMR	American Ancestry
1000g	HG01278	CLM	Colombian	AMR	American Ancestry
1000g	HG01279	CLM	Colombian	AMR	American Ancestry
1000g	HG01280	CLM	Colombian	AMR	American Ancestry
1000g	HG01281	CLM	Colombian	AMR	American Ancestry
1000g	HG01284	CLM	Colombian	AMR	American Ancestry
1000g	HG01286	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01302	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01303	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01305	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01308	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01311	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01312	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01323	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01325	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01326	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01334	GBR	British	EUR	European Ancestry
1000g	HG01341	CLM	Colombian	AMR	American Ancestry
1000g	HG01342	CLM	Colombian	AMR	American Ancestry
1000g	HG01343	CLM	Colombian	AMR	American Ancestry
1000g	HG01344	CLM	Colombian	AMR	American Ancestry
1000g	HG01345	CLM	Colombian	AMR	American Ancestry
1000g	HG01346	CLM	Colombian	AMR	American Ancestry
1000g	HG01347	CLM	Colombian	AMR	American Ancestry
1000g	HG01348	CLM	Colombian	AMR	American Ancestry
1000g	HG01349	CLM	Colombian	AMR	American Ancestry
1000g	HG01350	CLM	Colombian	AMR	American Ancestry
1000g	HG01351	CLM	Colombian	AMR	American Ancestry
1000g	HG01352	CLM	Colombian	AMR	American Ancestry
1000g	HG01353	CLM	Colombian	AMR	American Ancestry
1000g	HG01354	CLM	Colombian	AMR	American Ancestry
1000g	HG01355	CLM	Colombian	AMR	American Ancestry
1000g	HG01356	CLM	Colombian	AMR	American Ancestry
1000g	HG01357	CLM	Colombian	AMR	American Ancestry
1000g	HG01358	CLM	Colombian	AMR	American Ancestry
1000g	HG01359	CLM	Colombian	AMR	American Ancestry
1000g	HG01360	CLM	Colombian	AMR	American Ancestry
1000g	HG01361	CLM	Colombian	AMR	American Ancestry
1000g	HG01362	CLM	Colombian	AMR	American Ancestry
1000g	HG01363	CLM	Colombian	AMR	American Ancestry
1000g	HG01365	CLM	Colombian	AMR	American Ancestry
1000g	HG01366	CLM	Colombian	AMR	American Ancestry
1000g	HG01367	CLM	Colombian	AMR	American Ancestry
1000g	HG01369	CLM	Colombian	AMR	American Ancestry
1000g	HG01372	CLM	Colombian	AMR	American Ancestry
1000g	HG01374	CLM	Colombian	AMR	American Ancestry
1000g	HG01375	CLM	Colombian	AMR	American Ancestry
1000g	HG01376	CLM	Colombian	AMR	American Ancestry
1000g	HG01377	CLM	Colombian	AMR	American Ancestry
1000g	HG01378	CLM	Colombian	AMR	American Ancestry
1000g	HG01379	CLM	Colombian	AMR	American Ancestry
1000g	HG01383	CLM	Colombian	AMR	American Ancestry
1000g	HG01384	CLM	Colombian	AMR	American Ancestry
1000g	HG01385	CLM	Colombian	AMR	American Ancestry
1000g	HG01389	CLM	Colombian	AMR	American Ancestry
1000g	HG01390	CLM	Colombian	AMR	American Ancestry
1000g	HG01391	CLM	Colombian	AMR	American Ancestry
1000g	HG01392	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01393	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01395	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01396	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01398	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01402	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01403	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01405	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01412	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01413	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01414	PUR	Puerto Rican	AMR	American Ancestry
1000g	HG01431	CLM	Colombian	AMR	American Ancestry
1000g	HG01432	CLM	Colombian	AMR	American Ancestry
1000g	HG01433	CLM	Colombian	AMR	American Ancestry
1000g	HG01435	CLM	Colombian	AMR	American Ancestry
1000g	HG01437	CLM	Colombian	AMR	American Ancestry
1000g	HG01438	CLM	Colombian	AMR	American Ancestry
1000g	HG01439	CLM	Colombian	AMR	American Ancestry
1000g	HG01440	CLM	Colombian	AMR	American Ancestry
1000g	HG01441	CLM	Colombian	AMR	American Ancestry
1000g	HG01443	CLM	Colombian	AMR	American Ancestry
1000g	HG01444	CLM	Colombian	AMR	American Ancestry
1000g	HG01447	CLM	Colombian	AMR	American Ancestry
1000g	HG01455	CLM	Colombian	AMR	American Ancestry
1000g	HG01456	CLM	Colombian	AMR	American Ancestry
1000g	HG01457	CLM	Colombian	AMR	American Ancestry
1000g	HG01459	CLM	Colombian	AMR	American Ancestry
1000g	HG01461	CLM	Colombian	AMR	American Ancestry
1000g	HG01462	CLM	Colombian	AMR	American Ancestry
1000g	HG01463	CLM	Colombian	AMR	American Ancestry
1000g	HG01464	CLM	Colombian	AMR	American Ancestry
1000g	HG01465	CLM	Colombian	AMR	American Ancestry
1000g	HG01466	CLM	Colombian	AMR	American Ancestry
1000g	HG01468	CLM	Colombian	AMR	American Ancestry
1000g	HG01474	CLM	Colombian	AMR	American Ancestry
1000g	HG01479	CLM	Colombian	AMR	American Ancestry
1000g	HG01485	CLM	Colombian	AMR	American Ancestry
1000g	HG01486	CLM	Colombian	AMR	American Ancestry
1000g	HG01488	CLM	Colombian	AMR	American Ancestry
1000g	HG01489	CLM	Colombian	AMR	American Ancestry
1000g	HG01490	CLM	Colombian	AMR	American Ancestry
1000g	HG01491	CLM	Colombian	AMR	American Ancestry
1000g	HG01492	CLM	Colombian	AMR	American Ancestry
1000g	HG01493	CLM	Colombian	AMR	American Ancestry
1000g	HG01494	CLM	Colombian	AMR	American Ancestry
1000g	HG01495	CLM	Colombian	AMR	American Ancestry
1000g	HG01496	CLM	Colombian	AMR	American Ancestry
1000g	HG01497	CLM	Colombian	AMR	American Ancestry
1000g	HG01498	CLM	Colombian	AMR	American Ancestry
1000g	HG01499	CLM	Colombian	AMR	American Ancestry
1000g	HG01500	IBS	Iberian	EUR	European Ancestry
1000g	HG01501	IBS	Iberian	EUR	European Ancestry
1000g	HG01502	IBS	Iberian	EUR	European Ancestry
1000g	HG01503	IBS	Iberian	EUR	European Ancestry
1000g	HG01504	IBS	Iberian	EUR	European Ancestry
1000g	HG01505	IBS	Iberian	EUR	European Ancestry
1000g	HG01506	IBS	Iberian	EUR	European Ancestry
1000g	HG01507	IBS	Iberian	EUR	European Ancestry
1000g	HG01508	IBS	Iberian	EUR	European Ancestry
1000g	HG01509	IBS	Iberian	EUR	European Ancestry
1000g	HG01510	IBS	Iberian	EUR	European Ancestry
1000g	HG01511	IBS	Iberian	EUR	European Ancestry
1000g	HG01512	IBS	Iberian	EUR	European Ancestry
1000g	HG01513	IBS	Iberian	EUR	European Ancestry
1000g	HG01514	IBS	Iberian	EUR	European Ancestry
1000g	HG01515	IBS	Iberian	EUR	European Ancestry
1000g	HG01516	IBS	Iberian	EUR	European Ancestry
1000g	HG01517	IBS	Iberian	EUR	European Ancestry
1000g	HG01518	IBS	Iberian	EUR	European Ancestry
1000g	HG01519	IBS	Iberian	EUR	European Ancestry
1000g	HG01520	IBS	Iberian	EUR	European Ancestry
1000g	HG01521	IBS	Iberian	EUR	European Ancestry
1000g	HG01522	IBS	Iberian	EUR	European Ancestry
1000g	HG01523	IBS	Iberian	EUR	European Ancestry
1000g	HG01524	IBS	Iberian	EUR	European Ancestry
1000g	HG01525	IBS	Iberian	EUR	European Ancestry
1000g	HG01526	IBS	Iberian	EUR	European Ancestry
1000g	HG01527	IBS	Iberian	EUR	European Ancestry
1000g	HG01528	IBS	Iberian	EUR	European Ancestry
1000g	HG01529	IBS	Iberian	EUR	European Ancestry
1000g	HG01530	IBS	Iberian	EUR	European Ancestry
1000g	HG01531	IBS	Iberian	EUR	European Ancestry
1000g	HG01532	IBS	Iberian	EUR	European Ancestry
1000g	HG01536	IBS	Iberian	EUR	European Ancestry
1000g	HG01537	IBS	Iberian	EUR	European Ancestry
1000g	HG01538	IBS	Iberian	EUR	European Ancestry
1000g	HG01550	CLM	Colombian	AMR	American Ancestry
1000g	HG01551	CLM	Colombian	AMR	American Ancestry
1000g	HG01552	CLM	Colombian	AMR	American Ancestry
1000g	HG01556	CLM	Colombian	AMR	American Ancestry
1000g	HG01565	PEL	Peruvian	AMR	American Ancestry
1000g	HG01566	PEL	Peruvian	AMR	American Ancestry
1000g	HG01567	PEL	Peruvian	AMR	American Ancestry
1000g	HG01571	PEL	Peruvian	AMR	American Ancestry
1000g	HG01572	PEL	Peruvian	AMR	American Ancestry
1000g	HG01573	PEL	Peruvian	AMR	American Ancestry
1000g	HG01577	PEL	Peruvian	AMR	American Ancestry
1000g	HG01578	PEL	Peruvian	AMR	American Ancestry
1000g	HG01579	PEL	Peruvian	AMR	American Ancestry
1000g	HG01583	PJL	Punjabi	SAS	South Asian Ancestry
1000g	HG01586	PJL	Punjabi	SAS	South Asian Ancestry
1000g	HG01589	PJL	Punjabi	SAS	South Asian Ancestry
1000g	HG01593	PJL	Punjabi	SAS	South Asian Ancestry
1000g	HG01595	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01596	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01597	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01598	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01599	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01600	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01601	IBS	Iberian	EUR	European Ancestry
1000g	HG01602	IBS	Iberian	EUR	European Ancestry
1000g	HG01603	IBS	Iberian	EUR	European Ancestry
1000g	HG01604	IBS	Iberian	EUR	European Ancestry
1000g	HG01605	IBS	Iberian	EUR	European Ancestry
1000g	HG01606	IBS	Iberian	EUR	European Ancestry
1000g	HG01607	IBS	Iberian	EUR	European Ancestry
1000g	HG01608	IBS	Iberian	EUR	European Ancestry
1000g	HG01609	IBS	Iberian	EUR	European Ancestry
1000g	HG01610	IBS	Iberian	EUR	European Ancestry
1000g	HG01611	IBS	Iberian	EUR	European Ancestry
1000g	HG01612	IBS	Iberian	EUR	European Ancestry
1000g	HG01613	IBS	Iberian	EUR	European Ancestry
1000g	HG01614	IBS	Iberian	EUR	European Ancestry
1000g	HG01615	IBS	Iberian	EUR	European Ancestry
1000g	HG01616	IBS	Iberian	EUR	European Ancestry
1000g	HG01617	IBS	Iberian	EUR	European Ancestry
1000g	HG01618	IBS	Iberian	EUR	European Ancestry
1000g	HG01619	IBS	Iberian	EUR	European Ancestry
1000g	HG01620	IBS	Iberian	EUR	European Ancestry
1000g	HG01621	IBS	Iberian	EUR	European Ancestry
1000g	HG01622	IBS	Iberian	EUR	European Ancestry
1000g	HG01623	IBS	Iberian	EUR	European Ancestry
1000g	HG01624	IBS	Iberian	EUR	European Ancestry
1000g	HG01625	IBS	Iberian	EUR	European Ancestry
1000g	HG01626	IBS	Iberian	EUR	European Ancestry
1000g	HG01627	IBS	Iberian	EUR	European Ancestry
1000g	HG01628	IBS	Iberian	EUR	European Ancestry
1000g	HG01629	IBS	Iberian	EUR	European Ancestry
1000g	HG01630	IBS	Iberian	EUR	European Ancestry
1000g	HG01631	IBS	Iberian	EUR	European Ancestry
1000g	HG01632	IBS	Iberian	EUR	European Ancestry
1000g	HG01633	IBS	Iberian	EUR	European Ancestry
1000g	HG01667	IBS	Iberian	EUR	European Ancestry
1000g	HG01668	IBS	Iberian	EUR	European Ancestry
1000g	HG01669	IBS	Iberian	EUR	European Ancestry
1000g	HG01670	IBS	Iberian	EUR	European Ancestry
1000g	HG01671	IBS	Iberian	EUR	European Ancestry
1000g	HG01672	IBS	Iberian	EUR	European Ancestry
1000g	HG01673	IBS	Iberian	EUR	European Ancestry
1000g	HG01674	IBS	Iberian	EUR	European Ancestry
1000g	HG01675	IBS	Iberian	EUR	European Ancestry
1000g	HG01676	IBS	Iberian	EUR	European Ancestry
1000g	HG01677	IBS	Iberian	EUR	European Ancestry
1000g	HG01678	IBS	Iberian	EUR	European Ancestry
1000g	HG01679	IBS	Iberian	EUR	European Ancestry
1000g	HG01680	IBS	Iberian	EUR	European Ancestry
1000g	HG01681	IBS	Iberian	EUR	European Ancestry
1000g	HG01682	IBS	Iberian	EUR	European Ancestry
1000g	HG01683	IBS	Iberian	EUR	European Ancestry
1000g	HG01684	IBS	Iberian	EUR	European Ancestry
1000g	HG01685	IBS	Iberian	EUR	European Ancestry
1000g	HG01686	IBS	Iberian	EUR	European Ancestry
1000g	HG01687	IBS	Iberian	EUR	European Ancestry
1000g	HG01694	IBS	Iberian	EUR	European Ancestry
1000g	HG01695	IBS	Iberian	EUR	European Ancestry
1000g	HG01696	IBS	Iberian	EUR	European Ancestry
1000g	HG01697	IBS	Iberian	EUR	European Ancestry
1000g	HG01698	IBS	Iberian	EUR	European Ancestry
1000g	HG01699	IBS	Iberian	EUR	European Ancestry
1000g	HG01700	IBS	Iberian	EUR	European Ancestry
1000g	HG01701	IBS	Iberian	EUR	European Ancestry
1000g	HG01702	IBS	Iberian	EUR	European Ancestry
1000g	HG01703	IBS	Iberian	EUR	European Ancestry
1000g	HG01704	IBS	Iberian	EUR	European Ancestry
1000g	HG01705	IBS	Iberian	EUR	European Ancestry
1000g	HG01706	IBS	Iberian	EUR	European Ancestry
1000g	HG01707	IBS	Iberian	EUR	European Ancestry
1000g	HG01708	IBS	Iberian	EUR	European Ancestry
1000g	HG01709	IBS	Iberian	EUR	European Ancestry
1000g	HG01710	IBS	Iberian	EUR	European Ancestry
1000g	HG01711	IBS	Iberian	EUR	European Ancestry
1000g	HG01746	IBS	Iberian	EUR	European Ancestry
1000g	HG01747	IBS	Iberian	EUR	European Ancestry
1000g	HG01748	IBS	Iberian	EUR	European Ancestry
1000g	HG01755	IBS	Iberian	EUR	European Ancestry
1000g	HG01756	IBS	Iberian	EUR	European Ancestry
1000g	HG01757	IBS	Iberian	EUR	European Ancestry
1000g	HG01761	IBS	Iberian	EUR	European Ancestry
1000g	HG01762	IBS	Iberian	EUR	European Ancestry
1000g	HG01763	IBS	Iberian	EUR	European Ancestry
1000g	HG01765	IBS	Iberian	EUR	European Ancestry
1000g	HG01766	IBS	Iberian	EUR	European Ancestry
1000g	HG01767	IBS	Iberian	EUR	European Ancestry
1000g	HG01768	IBS	Iberian	EUR	European Ancestry
1000g	HG01770	IBS	Iberian	EUR	European Ancestry
1000g	HG01771	IBS	Iberian	EUR	European Ancestry
1000g	HG01772	IBS	Iberian	EUR	European Ancestry
1000g	HG01773	IBS	Iberian	EUR	European Ancestry
1000g	HG01774	IBS	Iberian	EUR	European Ancestry
1000g	HG01775	IBS	Iberian	EUR	European Ancestry
1000g	HG01776	IBS	Iberian	EUR	European Ancestry
1000g	HG01777	IBS	Iberian	EUR	European Ancestry
1000g	HG01778	IBS	Iberian	EUR	European Ancestry
1000g	HG01779	IBS	Iberian	EUR	European Ancestry
1000g	HG01780	IBS	Iberian	EUR	European Ancestry
1000g	HG01781	IBS	Iberian	EUR	European Ancestry
1000g	HG01782	IBS	Iberian	EUR	European Ancestry
1000g	HG01783	IBS	Iberian	EUR	European Ancestry
1000g	HG01784	IBS	Iberian	EUR	European Ancestry
1000g	HG01785	IBS	Iberian	EUR	European Ancestry
1000g	HG01786	IBS	Iberian	EUR	European Ancestry
1000g	HG01789	GBR	British	EUR	European Ancestry
1000g	HG01790	GBR	British	EUR	European Ancestry
1000g	HG01791	GBR	British	EUR	European Ancestry
1000g	HG01794	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01795	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01796	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01797	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01798	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01799	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01800	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01801	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01802	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01804	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01805	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01806	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01807	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01808	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01809	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01810	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01811	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01812	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01813	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01815	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01816	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01817	CDX	Dai Chinese	EAS	East Asian Ancestry
1000g	HG01840	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01841	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01842	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01843	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01844	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01845	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01846	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01847	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01848	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01849	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01850	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01851	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01852	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01853	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01855	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01857	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01858	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01859	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01860	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01861	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01862	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01863	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01864	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01865	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01866	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01867	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01868	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01869	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01870	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01871	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01872	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01873	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01874	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01878	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
1000g	HG01879	ACB	African Caribbean	AFR	African Ancestry
